Ticket_ID,Camera_ID,Store_Location,Store_City,Store_State,Site_Name,Zone,Banner,Region,Market,Manufacturer,Model,Serial_Number,Failure_Reason,Ticket_Created_Date,Priority,Resolution_Date,Replacement_Purchased,Replacement_Cost,Warranty_Status_At_Failure,Days_Until_Warranty_Expiration,Recommended_Action,Potential_Recovery_Value
TKT-001603,CAM96694,10284,Frederick,MD,"Frederick, MD #10284",Cash Registers,Supercenter,75,314,Hanwha,XND-6081RV,HAN146439682,Zoom Malfunction,2025-03-25,Medium,2025-04-24,No,0,Active,803,Check RMA Eligibility,-150
TKT-001605,CAM158336,10531,Rosedale,MD,"Rosedale, MD #10531",Customer Service,Supercenter,75,508,Hanwha,PNV-A9081R,HAN490350730,Image Quality Degraded,2025-08-30,High,2025-09-27,No,0,Active,1069,Check RMA Eligibility,-150
TKT-001606,CAM149314,10495,Poquoson,VA,"Poquoson, VA #10495",Emergency Exit West,Supercenter,75,282,Hanwha,PNM-9085RQZ,HAN104329633,Night Vision Failure,2025-08-24,Critical,2025-09-17,Yes,2500,Active,1419,Submit Warranty Claim,2350
TKT-001607,CAM104094,10314,Emporia,VA,"Emporia, VA #10314",Electronics Department,Supercenter,75,508,Axis,Q6155-E,AXI402915181,Mounting Bracket Broken,2026-02-04,Critical,2026-03-03,No,0,Active,1204,Check RMA Eligibility,-150
TKT-001609,CAM200246,10698,Woodbridge,VA,"Woodbridge, VA #10698",Break Room,Supercenter,75,281,Axis,P1448-LE,AXI721320261,Lens Obstruction,2025-04-30,Medium,2025-05-04,No,0,Active,778,Check RMA Eligibility,-150
TKT-001610,CAM53800,10113,Waynesboro,VA,"Waynesboro, VA #10113",Electronics Department,Supercenter,75,315,Axis,M3067-P,AXI925627768,Night Vision Failure,2025-01-06,Low,2025-01-20,No,0,Active,935,Check RMA Eligibility,-150
TKT-001613,CAM166007,10562,Laurel,MD,"Laurel, MD #10562",Garden Center,Supercenter,75,281,Hanwha,XND-6081RV,HAN258167613,Moisture Ingress,2026-04-14,Critical,2026-05-13,No,0,Active,705,Check RMA Eligibility,-150
TKT-001614,CAM120904,10381,Chesapeake,VA,"Chesapeake, VA #10381",Sales Floor Aisle 1-10,Supercenter,75,290,Bosch,FLEXIDOME IP 3000i,BOS727398320,Network Connectivity Lost,2026-04-04,Medium,2026-04-11,No,0,Active,549,Check RMA Eligibility,-150
TKT-001615,CAM104603,10316,Portsmouth,VA,"Portsmouth, VA #10316",Jewelry Counter,Supercenter,75,289,Hanwha,PNV-A9081R,HAN922905470,Moisture Ingress,2025-08-18,Critical,2025-08-27,Yes,2500,Active,1272,Submit Warranty Claim,2350
TKT-001620,CAM123302,10391,Baltimore,MD,"Baltimore, MD #10391",Electronics Department,Supercenter,75,289,Hanwha,PNM-C16083RVQ,HAN299657868,Video Artifacts,2026-03-26,Critical,2026-04-11,No,0,Expiring Soon,48,Escalate Before Warranty Expires,-150
TKT-001624,CAM4514,1716,PRINCE FREDERICK,MD,"PRINCE FREDERICK, MD #1716",Automotive Section,Supercenter,75,508,Hanwha,PNV-A9081R,HAN316579317,Mounting Bracket Broken,2025-04-17,Critical,2025-04-27,No,0,Active,187,Check RMA Eligibility,-150
TKT-001625,CAM103742,10312,Staunton,VA,"Staunton, VA #10312",Sales Floor Aisle 11-20,Supercenter,75,508,Hanwha,PNM-9085RQZ,HAN179883927,IR LEDs Burned Out,2026-03-26,Critical,2026-04-04,No,0,Active,175,Check RMA Eligibility,-150
TKT-001628,CAM182701,10628,Alexandria,VA,"Alexandria, VA #10628",Parking Lot South,Supercenter,75,281,Hanwha,PNV-A9081R,HAN901977729,PTZ Motor Failure,2025-03-27,Medium,2025-04-11,Yes,2500,Active,564,Submit Warranty Claim,2350
TKT-001629,CAM37417,10047,Front Royal,VA,"Front Royal, VA #10047",Emergency Exit East,Supercenter,75,315,Axis,M3046-V,AXI831963207,Mounting Bracket Broken,2025-06-04,Low,2025-06-11,No,0,Active,1323,Check RMA Eligibility,-150
TKT-001633,CAM206125,10722,Abingdon,VA,"Abingdon, VA #10722",Stockroom,Supercenter,75,508,Hanwha,QNO-8080R,HAN662512223,Night Vision Failure,2026-05-03,Low,2026-05-16,Yes,2500,Active,258,Submit Warranty Claim,2350
TKT-001634,CAM81674,10224,Charlottesville,VA,"Charlottesville, VA #10224",Parking Lot South,Supercenter,75,281,Hanwha,XND-6081RV,HAN414929057,Focus Issue,2025-09-08,Critical,2025-10-07,No,0,Expiring Soon,24,Escalate Before Warranty Expires,-150
TKT-001638,CAM170192,10578,Wheaton,MD,"Wheaton, MD #10578",Bakery,Supercenter,75,291,Axis,M3116-LVE,AXI840143140,Cable Damage,2025-02-01,Low,2025-02-21,No,0,Active,599,Check RMA Eligibility,-150
TKT-001642,CAM67138,10166,Waynesboro,VA,"Waynesboro, VA #10166",Break Room,Supercenter,75,291,Axis,P1448-LE,AXI408978585,Focus Issue,2024-11-18,Critical,2024-11-23,Yes,2500,Active,895,Submit Warranty Claim,2350
TKT-001649,CAM91124,10262,Front Royal,VA,"Front Royal, VA #10262",Customer Service,Supercenter,75,508,Hanwha,XNF-8010RV,HAN613660237,Physical Damage,2026-04-04,Medium,2026-05-02,No,0,Expiring Soon,69,Escalate Before Warranty Expires,-150
TKT-001651,CAM103648,10312,Staunton,VA,"Staunton, VA #10312",Rear Entrance,Supercenter,75,508,Bosch,DINION IP 7000 HD,BOS818835286,Moisture Ingress,2024-12-11,Medium,2025-01-07,No,0,Active,183,Check RMA Eligibility,-150
TKT-001655,CAM143161,10470,Culpeper,VA,"Culpeper, VA #10470",Break Room,Supercenter,75,281,Axis,M3046-V,AXI944215206,Firmware Corruption,2025-02-11,Critical,2025-03-04,Yes,2500,Active,803,Submit Warranty Claim,2350
TKT-001679,CAM9907,2160,PETERSBURG,VA,"PETERSBURG, VA #2160",Loading Dock,Supercenter,75,290,Axis,M3046-V,AXI647254080,Physical Damage,2025-08-03,High,2025-09-02,No,0,Active,1426,Check RMA Eligibility,-150
TKT-001680,CAM120134,10378,Chesapeake,VA,"Chesapeake, VA #10378",Customer Service,Supercenter,75,291,Hanwha,PNM-9085RQZ,HAN283282434,Moisture Ingress,2025-02-09,Medium,2025-03-10,No,0,Active,1141,Check RMA Eligibility,-150
TKT-001689,CAM152922,10509,Randallstown,MD,"Randallstown, MD #10509",Cash Registers,Supercenter,75,290,Axis,P3265-LVE,AXI841942858,No Video Signal,2026-01-11,Low,2026-01-17,No,0,Active,999,Check RMA Eligibility,-150
TKT-001694,CAM193538,10672,Oxon Hill,MD,"Oxon Hill, MD #10672",Grocery Section,Supercenter,75,314,Hanwha,XNV-8080R,HAN692152549,Power Failure,2025-09-15,High,2025-10-09,No,0,Active,1110,Check RMA Eligibility,-150
TKT-001706,CAM199889,10697,Suffolk,VA,"Suffolk, VA #10697",Sales Floor Aisle 11-20,Supercenter,75,314,Bosch,DINION IP 7000 HD,BOS910134204,Power Failure,2025-09-13,High,2025-09-28,No,0,Expiring Soon,2,Escalate Before Warranty Expires,-150
TKT-001708,CAM206903,10725,Odenton,MD,"Odenton, MD #10725",Receiving Area,Supercenter,75,281,Hanwha,PNV-A9081R,HAN411866481,SD Card Failure,2026-04-03,High,2026-04-10,Yes,2500,Active,513,Submit Warranty Claim,2350
TKT-001714,CAM41951,10065,Alexandria,VA,"Alexandria, VA #10065",Break Room,Supercenter,75,315,Hanwha,PNV-A9081R,HAN483033381,Physical Damage,2025-08-28,Low,2025-09-08,No,0,Active,785,Check RMA Eligibility,-150
TKT-001721,CAM42824,10069,Fairfax,VA,"Fairfax, VA #10069",Jewelry Counter,Supercenter,75,293,Hanwha,XNV-8080R,HAN808968567,Network Connectivity Lost,2024-12-08,Low,2025-01-04,No,0,Active,850,Check RMA Eligibility,-150
TKT-001722,CAM203767,10713,Fairfax,VA,"Fairfax, VA #10713",Pharmacy,Supercenter,75,288,Bosch,FLEXIDOME IP 3000i,BOS946896785,Firmware Corruption,2025-10-16,Critical,2025-10-19,No,0,Active,266,Check RMA Eligibility,-150
TKT-001734,CAM135971,10441,Odenton,MD,"Odenton, MD #10441",Restrooms Area,Supercenter,75,288,Axis,M3116-LVE,AXI212158220,PTZ Motor Failure,2025-07-20,Medium,2025-07-23,No,0,Active,1157,Check RMA Eligibility,-150
TKT-001736,CAM116594,10364,College Park,MD,"College Park, MD #10364",Customer Service,Supercenter,75,293,Hanwha,XNF-8010RV,HAN302114047,Zoom Malfunction,2025-06-02,Medium,2025-06-22,No,0,Active,1268,Check RMA Eligibility,-150
TKT-001747,CAM206052,10722,Abingdon,VA,"Abingdon, VA #10722",Parking Lot North,Supercenter,75,508,Axis,P1448-LE,AXI885017398,No Video Signal,2025-11-27,Medium,2025-12-13,No,0,Active,1014,Check RMA Eligibility,-150
TKT-001749,CAM84867,10237,Danville,VA,"Danville, VA #10237",Sales Floor Aisle 1-10,Supercenter,75,291,Axis,M3116-LVE,AXI683053578,Zoom Malfunction,2025-09-14,Medium,2025-10-10,Yes,2500,Active,1034,Submit Warranty Claim,2350
TKT-001750,CAM177933,10609,Pasadena,MD,"Pasadena, MD #10609",Emergency Exit East,Supercenter,75,289,Axis,M3046-V,AXI323591486,Overheating,2025-04-30,Medium,2025-05-30,No,0,Active,1318,Check RMA Eligibility,-150
TKT-001751,CAM130325,10419,Abingdon,VA,"Abingdon, VA #10419",Parking Lot South,Supercenter,75,282,Bosch,AUTODOME IP 5000i,BOS652842138,Cable Damage,2025-10-17,Medium,2025-11-09,No,0,Active,419,Check RMA Eligibility,-150
TKT-001760,CAM80075,10218,Pulaski,VA,"Pulaski, VA #10218",Electronics Department,Supercenter,75,289,Bosch,FLEXIDOME IP 5000i,BOS746144219,IR LEDs Burned Out,2025-10-21,Medium,2025-11-16,No,0,Active,696,Check RMA Eligibility,-150
TKT-001762,CAM13350,2645,BLACKSTONE,VA,"BLACKSTONE, VA #2645",Front Entrance,Supercenter,75,314,Hanwha,XNV-8080R,HAN357821834,SD Card Failure,2025-04-29,Medium,2025-04-30,No,0,Active,636,Check RMA Eligibility,-150
TKT-001763,CAM130390,10419,Abingdon,VA,"Abingdon, VA #10419",Bakery,Supercenter,75,282,Bosch,AUTODOME IP 5000i,BOS643099088,Focus Issue,2026-01-02,Medium,2026-01-13,No,0,Active,336,Check RMA Eligibility,-150
TKT-001774,CAM48106,10090,Hampton,VA,"Hampton, VA #10090",Pharmacy,Supercenter,75,287,Hanwha,QNO-8080R,HAN248116446,Firmware Corruption,2024-11-24,Critical,2024-12-08,Yes,2500,Active,942,Submit Warranty Claim,2350
TKT-001775,CAM23674,5382,PASADENA,MD,"PASADENA, MD #5382",Garden Center,Supercenter,75,282,Hanwha,PNM-C16083RVQ,HAN668073393,Mounting Bracket Broken,2025-01-22,Low,2025-02-16,Yes,2500,Active,1413,Submit Warranty Claim,2350
TKT-001776,CAM28118,10010,Parkville,MD,"Parkville, MD #10010",Emergency Exit West,Supercenter,75,282,Bosch,FLEXIDOME IP 5000i,BOS485190721,Firmware Corruption,2025-11-25,Low,2025-11-27,No,0,Active,297,Check RMA Eligibility,-150
TKT-001793,CAM190406,10659,Harrisonburg,VA,"Harrisonburg, VA #10659",Sales Floor Aisle 11-20,Supercenter,75,291,Bosch,DINION IP 7000 HD,BOS325133450,SD Card Failure,2025-01-21,High,2025-02-06,No,0,Active,283,Check RMA Eligibility,-150
TKT-001804,CAM141957,10465,Newport News,VA,"Newport News, VA #10465",Deli,Supercenter,75,290,Axis,M3067-P,AXI554710670,Night Vision Failure,2025-02-01,High,2025-02-10,No,0,Active,759,Check RMA Eligibility,-150
TKT-001806,CAM128909,10413,College Park,MD,"College Park, MD #10413",Pharmacy,Supercenter,75,314,Bosch,FLEXIDOME IP 3000i,BOS573595319,PTZ Motor Failure,2025-12-30,Low,2026-01-29,No,0,Active,682,Check RMA Eligibility,-150
TKT-001811,CAM70190,10178,South Boston,VA,"South Boston, VA #10178",Grocery Section,Supercenter,75,281,Axis,M3067-P,AXI780941688,PTZ Motor Failure,2025-06-18,Medium,2025-06-26,Yes,2500,Active,1086,Submit Warranty Claim,2350
TKT-001813,CAM55869,10121,Glen Burnie,MD,"Glen Burnie, MD #10121",Grocery Section,Supercenter,75,289,Bosch,FLEXIDOME IP 5000i,BOS516281440,Moisture Ingress,2025-04-20,Medium,2025-04-25,No,0,Expiring Soon,5,Escalate Before Warranty Expires,-150
TKT-001815,CAM178394,10611,Charlottesville,VA,"Charlottesville, VA #10611",Deli,Supercenter,75,288,Hanwha,PNM-9085RQZ,HAN616213208,Zoom Malfunction,2026-05-04,Critical,2026-05-28,Yes,2500,Active,577,Submit Warranty Claim,2350
TKT-001817,CAM125260,10399,Waldorf,MD,"Waldorf, MD #10399",Sales Floor Aisle 11-20,Supercenter,75,290,Bosch,AUTODOME IP 5000i,BOS283700686,IR LEDs Burned Out,2025-11-05,High,2025-11-09,No,0,Active,1207,Check RMA Eligibility,-150
TKT-001822,CAM182846,10629,Arlington,VA,"Arlington, VA #10629",Emergency Exit West,Supercenter,75,315,Axis,M3116-LVE,AXI205204777,Moisture Ingress,2025-07-02,High,2025-07-11,Yes,2500,Active,657,Submit Warranty Claim,2350
TKT-001825,CAM111971,10345,Wheaton,MD,"Wheaton, MD #10345",Emergency Exit West,Supercenter,75,315,Axis,P3245-LVE,AXI351117652,Overheating,2025-07-02,High,2025-07-25,Yes,2500,Active,742,Submit Warranty Claim,2350
TKT-001835,CAM0323,1292,CHRISTIANSBURG,VA,"CHRISTIANSBURG, VA #1292",Grocery Section,Supercenter,75,312,Bosch,FLEXIDOME IP 5000i,BOS657749020,Cable Damage,2026-02-02,Low,2026-03-02,No,0,Active,560,Check RMA Eligibility,-150
TKT-001839,CAM86472,10243,Emporia,VA,"Emporia, VA #10243",Front Entrance,Supercenter,75,314,Hanwha,PNM-C16083RVQ,HAN310904250,Cable Damage,2026-03-02,Low,2026-03-23,No,0,Active,842,Check RMA Eligibility,-150
TKT-001840,CAM120037,10378,Chesapeake,VA,"Chesapeake, VA #10378",Deli,Supercenter,75,291,Axis,M3046-V,AXI721613187,Focus Issue,2025-12-16,Low,2026-01-10,No,0,Active,473,Check RMA Eligibility,-150
TKT-001851,CAM18711,3768,ALTAVISTA,VA,"ALTAVISTA, VA #3768",Restrooms Area,Supercenter,75,314,Bosch,DINION IP 7000 HD,BOS632461327,Image Quality Degraded,2025-04-22,Critical,2025-04-24,No,0,Active,1197,Check RMA Eligibility,-150
TKT-001852,CAM173732,10592,Dundalk,MD,"Dundalk, MD #10592",Receiving Area,Supercenter,75,293,Hanwha,PNM-C16083RVQ,HAN432328194,Moisture Ingress,2025-08-22,Medium,2025-09-17,No,0,Active,737,Check RMA Eligibility,-150
TKT-001855,CAM203934,10713,Fairfax,VA,"Fairfax, VA #10713",Deli,Supercenter,75,288,Axis,Q6155-E,AXI596728202,Lightning Strike,2025-07-09,Low,2025-07-13,No,0,Active,317,Check RMA Eligibility,-150
TKT-001860,CAM154848,10517,Lexington,VA,"Lexington, VA #10517",Rear Entrance,Supercenter,75,293,Axis,P1448-LE,AXI238659178,Moisture Ingress,2025-01-15,Medium,2025-02-14,No,0,Active,543,Check RMA Eligibility,-150
TKT-001873,CAM87006,10246,Charlottesville,VA,"Charlottesville, VA #10246",Automotive Section,Supercenter,75,508,Bosch,FLEXIDOME IP 5000i,BOS516726873,Mounting Bracket Broken,2025-11-03,Medium,2025-11-16,No,0,Active,1136,Check RMA Eligibility,-150
TKT-001879,CAM91168,10262,Front Royal,VA,"Front Royal, VA #10262",Bakery,Supercenter,75,508,Hanwha,PNV-A9081R,HAN570355832,Focus Issue,2026-03-14,Low,2026-03-19,No,0,Expiring Soon,73,Escalate Before Warranty Expires,-150
TKT-001891,CAM170535,10580,Oxon Hill,MD,"Oxon Hill, MD #10580",Restrooms Area,Supercenter,75,290,Hanwha,PNV-A9081R,HAN614023834,PTZ Motor Failure,2025-11-23,High,2025-12-17,No,0,Active,406,Check RMA Eligibility,-150
TKT-001898,CAM190215,10658,Clinton,MD,"Clinton, MD #10658",Parking Lot South,Supercenter,75,315,Axis,P3265-LVE,AXI985365841,Overheating,2025-01-14,High,2025-02-09,No,0,Active,920,Check RMA Eligibility,-150
TKT-001903,CAM152331,10507,Williamsburg,VA,"Williamsburg, VA #10507",Deli,Supercenter,75,289,Axis,P3245-LVE,AXI175114486,Firmware Corruption,2025-02-06,Critical,2025-02-25,Yes,2500,Active,1347,Submit Warranty Claim,2350
TKT-001904,CAM40876,10061,Galax,VA,"Galax, VA #10061",Cash Registers,Supercenter,75,508,Hanwha,QNO-8080R,HAN502231475,Night Vision Failure,2024-11-15,Critical,2024-11-21,Yes,2500,Expiring Soon,81,Submit Warranty Claim,2350
TKT-001907,CAM83912,10233,Abingdon,MD,"Abingdon, MD #10233",Roof Perimeter,Supercenter,75,288,Bosch,AUTODOME IP 5000i,BOS804966402,Image Quality Degraded,2025-08-25,Medium,2025-09-23,Yes,2500,Expiring Soon,33,Submit Warranty Claim,2350
TKT-001909,CAM0736,1301,ROANOKE,VA,"ROANOKE, VA #1301",Loading Dock,Supercenter,75,312,Bosch,MIC IP fusion 9000i,BOS542050628,Image Quality Degraded,2025-07-24,High,2025-07-27,Yes,2500,Active,660,Submit Warranty Claim,2350
TKT-001918,CAM151401,10503,Cockeysville,MD,"Cockeysville, MD #10503",Rear Entrance,Supercenter,75,287,Hanwha,PNM-C16083RVQ,HAN849584900,Cable Damage,2025-09-10,High,2025-09-11,No,0,Active,1317,Check RMA Eligibility,-150
TKT-001924,CAM95977,10281,Perry Hall,MD,"Perry Hall, MD #10281",Office Area,Supercenter,75,281,Axis,Q6155-E,AXI209343745,SD Card Failure,2024-12-02,High,2024-12-07,No,0,Active,832,Check RMA Eligibility,-150
TKT-001926,CAM84891,10237,Danville,VA,"Danville, VA #10237",Break Room,Supercenter,75,291,Axis,M3116-LVE,AXI547460544,Night Vision Failure,2025-02-27,Critical,2025-03-13,No,0,Active,645,Check RMA Eligibility,-150
TKT-001935,CAM196663,10684,Cumberland,MD,"Cumberland, MD #10684",Automotive Section,Supercenter,75,314,Axis,M3116-LVE,AXI544339678,Focus Issue,2025-08-12,Critical,2025-08-28,No,0,Expiring Soon,42,Escalate Before Warranty Expires,-150
TKT-001946,CAM64079,10154,Petersburg,VA,"Petersburg, VA #10154",Office Area,Supercenter,75,287,Axis,Q6155-E,AXI362422263,No Video Signal,2026-01-18,Medium,2026-01-29,Yes,2500,Active,184,Submit Warranty Claim,2350
TKT-001949,CAM116106,10362,Rosedale,MD,"Rosedale, MD #10362",Deli,Supercenter,75,291,Bosch,DINION IP 7000 HD,BOS585540351,Video Artifacts,2024-11-20,Critical,2024-11-26,Yes,2500,Active,421,Submit Warranty Claim,2350
TKT-001950,CAM121801,10385,Williamsburg,VA,"Williamsburg, VA #10385",Pharmacy,Supercenter,75,282,Axis,Q6155-E,AXI982430372,Mounting Bracket Broken,2026-04-04,Medium,2026-04-28,No,0,Active,1416,Check RMA Eligibility,-150
TKT-001951,CAM194740,10676,Petersburg,VA,"Petersburg, VA #10676",Receiving Area,Supercenter,75,282,Hanwha,XNV-8080R,HAN457582736,PTZ Motor Failure,2025-10-26,High,2025-11-16,Yes,2500,Active,955,Submit Warranty Claim,2350
TKT-001953,CAM38056,10050,Hagerstown,MD,"Hagerstown, MD #10050",Receiving Area,Supercenter,75,281,Hanwha,XNF-8010RV,HAN189193709,Physical Damage,2026-02-28,High,2026-03-19,No,0,Active,561,Check RMA Eligibility,-150
TKT-001955,CAM131113,10422,Staunton,VA,"Staunton, VA #10422",Grocery Section,Supercenter,75,291,Bosch,FLEXIDOME IP 5000i,BOS908060588,Physical Damage,2025-07-07,Critical,2025-07-11,No,0,Active,1381,Check RMA Eligibility,-150
TKT-001956,CAM198295,10691,Leesburg,VA,"Leesburg, VA #10691",Parking Lot South,Supercenter,75,289,Axis,M3116-LVE,AXI338362558,Firmware Corruption,2025-11-01,Critical,2025-11-07,No,0,Active,309,Check RMA Eligibility,-150
TKT-001969,CAM98201,10290,Newport News,VA,"Newport News, VA #10290",Emergency Exit East,Supercenter,75,282,Bosch,FLEXIDOME IP 3000i,BOS744146650,Audio Failure,2025-10-10,Medium,2025-10-28,Yes,2500,Active,752,Submit Warranty Claim,2350
TKT-001975,CAM76123,10202,Lexington,VA,"Lexington, VA #10202",Sales Floor Aisle 1-10,Supercenter,75,508,Axis,M3067-P,AXI311061312,Mounting Bracket Broken,2026-01-19,Critical,2026-02-13,No,0,Active,116,Check RMA Eligibility,-150
TKT-001983,CAM52098,10106,Leesburg,VA,"Leesburg, VA #10106",Emergency Exit West,Supercenter,75,281,Bosch,MIC IP fusion 9000i,BOS171313044,Video Artifacts,2025-09-22,High,2025-10-17,Yes,2500,Active,292,Submit Warranty Claim,2350
TKT-001992,CAM112698,10348,Blacksburg,VA,"Blacksburg, VA #10348",Office Area,Supercenter,75,288,Bosch,MIC IP fusion 9000i,BOS929132118,Overheating,2025-06-29,Low,2025-07-01,No,0,Active,276,Check RMA Eligibility,-150
TKT-001996,CAM133839,10433,Staunton,VA,"Staunton, VA #10433",Rear Entrance,Supercenter,75,290,Axis,M3067-P,AXI322745253,PTZ Motor Failure,2025-05-18,Medium,2025-05-29,Yes,2500,Active,453,Submit Warranty Claim,2350
TKT-001999,CAM16542,3243,ROANOKE,VA,"ROANOKE, VA #3243",Front Entrance,Supercenter,75,312,Hanwha,XNF-8010RV,HAN939017341,Night Vision Failure,2025-10-03,Low,2025-10-15,No,0,Active,1127,Check RMA Eligibility,-150
TKT-002000,CAM9408,2045,NOTTINGHAM,MD,"NOTTINGHAM, MD #2045",Garden Center,Supercenter,75,281,Axis,P3265-LVE,AXI924232992,SD Card Failure,2026-03-14,Low,2026-03-21,Yes,2500,Active,1217,Submit Warranty Claim,2350
TKT-002002,CAM134949,10437,Danville,VA,"Danville, VA #10437",Sales Floor Aisle 1-10,Supercenter,75,289,Bosch,DINION IP 7000 HD,BOS661086245,Image Quality Degraded,2025-07-30,Low,2025-08-14,No,0,Active,1347,Check RMA Eligibility,-150
TKT-002004,CAM55029,10118,Fairfax,VA,"Fairfax, VA #10118",Cash Registers,Supercenter,75,291,Bosch,DINION IP starlight 8000,BOS450389529,Lightning Strike,2025-09-17,High,2025-10-10,Yes,2500,Active,1000,Submit Warranty Claim,2350
TKT-002014,CAM107432,10327,Newport News,VA,"Newport News, VA #10327",Restrooms Area,Supercenter,75,291,Hanwha,PNM-C16083RVQ,HAN453590358,Overheating,2025-05-15,Low,2025-05-20,Yes,2500,Active,613,Submit Warranty Claim,2350
TKT-002016,CAM129969,10417,Colonial Heights,VA,"Colonial Heights, VA #10417",Pharmacy,Supercenter,75,288,Hanwha,XND-6081RV,HAN919977550,Cable Damage,2025-10-28,Critical,2025-11-19,No,0,Active,293,Check RMA Eligibility,-150
TKT-002019,CAM167628,10568,Catonsville,MD,"Catonsville, MD #10568",Self-Checkout,Supercenter,75,293,Bosch,FLEXIDOME IP 5000i,BOS893548013,Video Artifacts,2026-03-01,Medium,2026-03-19,Yes,2500,Active,325,Submit Warranty Claim,2350
TKT-002022,CAM18197,3644,CHESAPEAKE,VA,"CHESAPEAKE, VA #3644",Sales Floor Aisle 1-10,Supercenter,75,289,Bosch,AUTODOME IP 5000i,BOS692697085,Moisture Ingress,2025-09-05,Critical,2025-09-18,Yes,2500,Active,1427,Submit Warranty Claim,2350
TKT-002030,CAM1882,1350,LYNCHBURG,VA,"LYNCHBURG, VA #1350",Customer Service,Supercenter,75,315,Bosch,DINION IP starlight 8000,BOS978505819,SD Card Failure,2025-10-29,Critical,2025-11-02,No,0,Active,602,Check RMA Eligibility,-150
TKT-002031,CAM53409,10111,Franklin,VA,"Franklin, VA #10111",Sales Floor Aisle 11-20,Supercenter,75,282,Bosch,FLEXIDOME IP 3000i,BOS871293750,Firmware Corruption,2026-05-04,Low,2026-05-08,Yes,2500,Active,302,Submit Warranty Claim,2350
TKT-002032,CAM59394,10135,Wytheville,VA,"Wytheville, VA #10135",Self-Checkout,Supercenter,75,288,Bosch,FLEXIDOME IP 3000i,BOS577919922,Mounting Bracket Broken,2024-12-05,Medium,2024-12-30,No,0,Active,1194,Check RMA Eligibility,-150
TKT-002038,CAM25003,5922,VIRGINIA BEACH,VA,"VIRGINIA BEACH, VA #5922",Rear Entrance,Supercenter,75,289,Bosch,FLEXIDOME IP 5000i,BOS238981232,SD Card Failure,2024-11-18,Medium,2024-12-15,No,0,Active,271,Check RMA Eligibility,-150
TKT-002039,CAM190537,10660,Woodbridge,VA,"Woodbridge, VA #10660",Self-Checkout,Supercenter,75,282,Hanwha,QNO-8080R,HAN603574968,Physical Damage,2025-08-31,Medium,2025-09-23,Yes,2500,Active,222,Submit Warranty Claim,2350
TKT-002045,CAM104526,10316,Portsmouth,VA,"Portsmouth, VA #10316",Rear Entrance,Supercenter,75,289,Axis,Q6075-E,AXI576473313,Moisture Ingress,2026-02-02,Medium,2026-02-05,No,0,Active,300,Check RMA Eligibility,-150
TKT-002051,CAM29246,10014,Potomac,MD,"Potomac, MD #10014",Sales Floor Aisle 11-20,Supercenter,75,315,Bosch,MIC IP fusion 9000i,BOS560530930,Power Failure,2025-07-28,Low,2025-08-23,No,0,Active,721,Check RMA Eligibility,-150
